unique_work_order_no,create_date_raw,equipment_asset_no,datetime_open_raw,datetime_closed_raw,vendor_id,vendor_name,clean_work_order_key,maintenance_vehicle_key,maintenance_vendor_key,clean_labor_cost,clean_parts_cost,clean_commercial_cost,clean_total_cost,clean_record_status,alteryx_processed_at,source_table,source_record_id,asset_no,vehicle_id,clean_vehicle_key,clean_vendor_key
WO-2025-003610,2026-02-27 08:15:00,10037,2026-02-28 00:15:00,2026-03-05 23:15:00,V2026,Reliable Truck Service,WO-2025-003610,10037,V2026,967.41,305.89,0.00,1273.30,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003610,10037,VH-10037,VH-10037,V2026
WO-2026-000356,2025-08-28 06:30:00,10037,2025-08-29 13:30:00,2025-09-06 21:30:00,V2009,"Joe's Automotive LLC",WO-2026-000356,10037,V2009,1272.95,964.52,1192.87,3430.34,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000356,10037,VH-10037,VH-10037,V2009
WO-2025-003346,2025-07-27 05:10:00,10037,2025-07-29 03:10:00,2025-08-04 20:10:00,V2067,Partner Mobile Mechanics,WO-2025-003346,10037,V2067,1167.43,1508.67,460.10,3136.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003346,10037,VH-10037,VH-10037,V2067
WO-2024-003639,2024-04-01 07:10:00,10037,2024-04-02 20:10:00,2024-04-08 21:10:00,V2019,Central Parts Warehouse,WO-2024-003639,10037,V2019,2623.45,0.00,0.00,3848.44,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003639,10037,VH-10037,VH-10037,V2019
WO-2024-000741,2025-10-02 18:15:00,10037,10/03/2025 08:15,2025-10-10 12:15:00,V2001,Precision Hydraulics,WO-2024-000741,10037,V2001,902.02,2179.98,1100.65,4182.65,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000741,10037,VH-10037,VH-10037,V2001
WO-2024-002040,2025-09-01 04:45:00,10037,2025-09-01 14:45:00,2025-09-03 12:45:00,V9904,Precision Hydraulics,WO-2024-002040,10037,V9904,970.59,1312.37,76.14,2359.10,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002040,10037,VH-10037,VH-10037,V9904
WO-2024-000756,2025-01-22 17:00:00,10037,2025-01-24 02:00:00,2025-01-28 04:00:00,V2029,Interstate Repair Depot,WO-2024-000756,10037,V2029,183.25,1988.05,1040.27,3211.57,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000756,10037,VH-10037,VH-10037,V2029
WO-2026-000125,2025-01-24 23:05:00,10374,2025-01-25 21:05:00,2025-01-27 17:05:00,"",Industrial Equipment Repair,WO-2026-000125,10374,"",3364.48,256.90,479.79,4101.17,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000125,10374,VH-10374,VH-10374,INDUSTRIAL EQUIPMENT REPAIR
WO-2025-000895,2024-06-07 16:10:00,10374,2024-06-09 13:10:00,2024-06-16 12:10:00,V2063,GreenCharge EV Supply,WO-2025-000895,10374,V2063,1566.03,615.20,502.66,2683.89,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000895,10374,VH-10374,VH-10374,V2063
WO-2025-002536,2025-06-26 15:05:00,10374,2025-06-28 06:05:00,2025-07-03 03:05:00,V2048,Northside Fleet Repair,WO-2025-002536,10374,V2048,1334.80,737.16,1161.26,3233.22,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002536,10374,VH-10374,VH-10374,V2048
WO-2025-000559,2025-01-08 00:10:00,10374,2025-01-08 16:10:00,2025-01-12 21:10:00,V2010,Quick Fuel Partners,WO-2025-000559,10374,V2010,1376.72,2010.00,0.00,3386.72,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000559,10374,VH-10374,VH-10374,V2010
WO-2026-003698,2025-06-09 02:30:00,10374,06/10/2025 05:30,2025-06-15 03:30:00,V2055,Allied Mechanics,WO-2026-003698,10374,V2055,3315.82,76.95,0.00,3392.77,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003698,10374,VH-10374,VH-10374,V2055
WO-2024-002598,2025-07-25 05:00:00,10374,2025-07-26 17:00:00,2025-08-01 22:00:00,V2004,FleetPro Service Center,WO-2024-002598,10374,V2004,1138.04,2119.03,0.00,3257.07,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002598,10374,VH-10374,VH-10374,V2004
WO-2026-002732,2025-04-02 00:20:00,10374,2025-04-03 02:20:00,2025-04-08 15:20:00,V2014,Precision Hydraulics,WO-2026-002732,10374,V2014,110.54,668.16,0.00,778.70,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002732,10374,VH-10374,VH-10374,V2014
WO-2025-003415,2025-05-11 21:30:00,10374,2025-05-13 07:30:00,2025-05-20 00:30:00,V2044,GreenCharge EV Supply,WO-2025-003415,10374,V2044,2328.19,652.59,253.61,3234.39,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003415,10374,VH-10374,VH-10374,V2044
WO-2024-001719,2024-05-20 19:00:00,10374,2024-05-21 16:00:00,05/25/2024 23:00,V2066,Reliable Truck Service,WO-2024-001719,10374,V2066,222.11,290.89,0.00,513.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001719,10374,VH-10374,VH-10374,V2066
WO-2024-003672,2026-02-26 07:10:00,10374,2026-02-26 20:10:00,2026-03-04 13:10:00,V2037,Central Parts Warehouse,WO-2024-003672,10374,V2037,2013.82,520.10,0.00,2533.92,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003672,10374,VH-10374,VH-10374,V2037
WO-2024-001359,2026-01-15 13:15:00,10158,2026-01-16 20:15:00,2026-01-23 13:15:00,V2044,Green Charge,WO-2024-001359,10158,V2044,715.36,1657.41,0.00,2372.77,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001359,10158,VH-10158,VH-10158,V2044
WO-2024-002376,02/11/2024 07:20,10158,2024-02-13 00:20:00,2024-02-17 23:20:00,V2014,BlueLine Fuel,WO-2024-002376,10158,V2014,350.31,1299.73,172.63,1822.67,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002376,10158,VH-10158,VH-10158,V2014
WO-2025-002887,2025-01-12 13:10:00,10158,2025-01-13 06:10:00,01/18/2025 07:10,V2006,City Wide Tire and Brake,WO-2025-002887,10158,V2006,1370.74,809.42,0.00,2180.16,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002887,10158,VH-10158,VH-10158,V2006
WO-2026-001229,2025-11-17 20:10:00,10158,2025-11-19 08:10:00,2025-11-23 17:10:00,V2070,Premier Collision Center,WO-2026-001229,10158,V2070,1685.14,1775.44,0.00,3460.58,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001229,10158,VH-10158,VH-10158,V2070
WO-2026-003302,2024-05-31 01:00:00,10158,2024-06-01 09:00:00,2024-06-04 07:00:00,V2004,FleetPro Service Center,WO-2026-003302,10158,V2004,959.95,1602.40,1038.53,3600.88,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003302,10158,VH-10158,VH-10158,V2004
WO-2024-001656,2025-01-06 10:00:00,10158,2025-01-07 02:00:00,2025-01-12 11:00:00,V2027,QuickFuel,WO-2024-001656,10158,V2027,22.05,1201.91,824.87,2048.83,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001656,10158,VH-10158,VH-10158,V2027
WO-2026-000677,2025-08-16 04:05:00,10158,2025-08-16 12:05:00,2025-08-19 20:05:00,V2006,Superior Body Shop,WO-2026-000677,10158,V2006,2558.94,1861.87,451.88,4872.69,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000677,10158,VH-10158,VH-10158,V2006
WO-2025-002965,2024-09-29 23:10:00,10158,09/30/2024 23:10,2024-10-03 12:10:00,V2002,Unknown Vendor,WO-2025-002965,10158,V2002,108.13,1913.59,651.64,2673.36,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002965,10158,VH-10158,VH-10158,V2002
WO-2025-001693,2024-04-04 03:45:00,10158,2024-04-06 02:45:00,2024-04-12 20:45:00,V2060,Midwest Diesel Service,WO-2025-001693,10158,V2060,292.66,2498.26,1106.50,3897.42,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001693,10158,VH-10158,VH-10158,V2060
WO-2026-001520,2025-10-09 00:20:00,10376,2025-10-10 07:20:00,2025-10-13 00:20:00,V2027,QuickFuel,WO-2026-001520,10376,V2027,530.43,0.00,0.00,2400.05,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001520,10376,VH-10376,VH-10376,V2027
WO-2025-002941,2025-02-17 17:05:00,10376,2025-02-18 00:05:00,2025-02-19 14:05:00,"",BlueLine Fuel,WO-2025-002941,10376,"",808.58,1713.76,74.03,2596.37,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002941,10376,VH-10376,VH-10376,BLUELINE FUEL
WO-2025-002977,2025-08-12 06:15:00,10376,2025-08-14 05:15:00,2025-08-15 17:15:00,V2002,Quick Fuel Partners,WO-2025-002977,10376,V2002,1468.55,1288.91,0.00,2757.46,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002977,10376,VH-10376,VH-10376,V2002
WO-2025-000682,2024-05-25 18:00:00,10376,2024-05-27 11:00:00,2024-05-30 05:00:00,V2002,Quick Fuel Partners,WO-2025-000682,10376,V2002,1747.25,1224.48,0.00,2971.73,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000682,10376,VH-10376,VH-10376,V2002
WO-2024-000270,2025-01-25 05:15:00,10376,2025-01-26 08:15:00,2025-01-30 16:15:00,V2007,Midwest Diesel Service,WO-2024-000270,10376,V2007,2423.14,410.56,291.95,3125.65,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000270,10376,VH-10376,VH-10376,V2007
WO-2026-000317,2024-05-15 13:15:00,10376,2024-05-15 21:15:00,2024-05-18 03:15:00,V2035,Premier Collision Center Company,WO-2026-000317,10376,V2035,245.89,2345.18,1181.03,3772.10,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000317,10376,VH-10376,VH-10376,V2035
WO-2025-003766,2024-03-08 06:30:00,10376,2024-03-10 05:30:00,03/17/2024 01:30,V2001,Unknown Vendor,WO-2025-003766,10376,V2001,903.49,1411.48,833.52,3148.49,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003766,10376,VH-10376,VH-10376,V2001
WO-2026-002066,2025-04-24 19:30:00,10376,2025-04-24 22:30:00,2025-04-30 04:30:00,V2059,Industrial Equipment Repair,WO-2026-002066,10376,V2059,2523.63,1984.63,219.87,4728.13,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002066,10376,VH-10376,VH-10376,V2059
WO-2026-003716,2024-07-07 16:10:00,10376,2024-07-09 12:10:00,2024-07-12 23:10:00,V2056,Precision Hydraulics,WO-2026-003716,10376,V2056,2488.58,1565.91,269.90,4324.39,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003716,10376,VH-10376,VH-10376,V2056
WO-2024-003237,2026-02-04 19:20:00,10376,2026-02-06 01:20:00,2026-02-11 03:20:00,V2068,Premier Collision Center,WO-2024-003237,10376,V2068,2976.94,569.55,0.00,3546.49,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003237,10376,VH-10376,VH-10376,V2068
WO-2024-001752,2025-01-29 08:15:00,10376,2025-01-30 00:15:00,2025-02-04 15:15:00,V2027,QuickFuel,WO-2024-001752,10376,V2027,2738.60,1710.88,0.00,4449.48,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001752,10376,VH-10376,VH-10376,V2027
WO-2024-003903,2024-04-22 11:10:00,10376,2024-04-23 08:10:00,2024-04-25 14:10:00,V2039,Premier Collision Center,WO-2024-003903,10376,V2039,296.20,867.78,0.00,1163.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003903,10376,VH-10376,VH-10376,V2039
WO-2025-000358,2025-04-16 18:05:00,10141,2025-04-17 03:05:00,2025-04-23 21:05:00,V2004,FleetPro Service Center,WO-2025-000358,10141,V2004,1752.83,155.47,871.69,2779.99,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000358,10141,VH-10141,VH-10141,V2004
WO-2026-002777,2025-03-06 04:00:00,10141,2025-03-07 18:00:00,2025-03-12 12:00:00,"",Quick Fuel Prtnrs,WO-2026-002777,10141,"",1504.21,1679.45,105.48,3289.14,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002777,10141,VH-10141,VH-10141,QUICK FUEL PRTNRS
WO-2024-002133,2024-12-15 21:20:00,10141,2024-12-16 22:20:00,2024-12-25 18:20:00,V2065,RoadReady Repairs,WO-2024-002133,10141,V2065,652.25,874.35,150.17,1676.77,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002133,10141,VH-10141,VH-10141,V2065
WO-2024-003207,2025-04-29 11:45:00,10141,2025-04-30 13:45:00,2025-05-06 17:45:00,V2063,GreenCharge EV Supply,WO-2024-003207,10141,V2063,2925.62,1611.46,86.44,4623.52,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003207,10141,VH-10141,VH-10141,V2063
WO-2024-001455,08/24/2024 22:00,10141,2024-08-25 15:00:00,2024-08-27 14:00:00,V2067,Partner Mobile Mechanics,WO-2024-001455,10141,V2067,667.71,377.12,0.00,1044.83,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001455,10141,VH-10141,VH-10141,V2067
WO-2026-002339,2026-04-27 03:45:00,10141,2026-04-28 10:45:00,05/05/2026 15:45,V2041,Evergreen Battery Supply,WO-2026-002339,10141,V2041,2529.82,1758.90,0.00,4288.72,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002339,10141,VH-10141,VH-10141,V2041
WO-2025-003724,2025-02-27 12:15:00,10141,2025-02-27 18:15:00,2025-03-02 02:15:00,V2020,Universal Fleet Solutions,WO-2025-003724,10141,V2020,2644.87,1903.73,0.00,4548.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003724,10141,VH-10141,VH-10141,V2020
WO-2025-000340,2026-04-05 15:05:00,10132,2026-04-06 20:05:00,04/13/2026 03:05,V2025,CITYWIDE TIRE,WO-2025-000340,10132,V2025,2702.81,139.85,0.00,2842.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000340,10132,VH-10132,VH-10132,V2025
WO-2026-003587,2024-07-08 14:20:00,10132,2024-07-10 11:20:00,2024-07-17 05:20:00,V2032,Reliable Truck Service,WO-2026-003587,10132,V2032,744.50,917.30,315.67,1977.47,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003587,10132,VH-10132,VH-10132,V2032
WO-2025-001573,2024-07-15 00:05:00,10132,2024-07-15 10:05:00,2024-07-16 11:05:00,V9800,Central Parts Warehouse,WO-2025-001573,10132,V9800,172.41,363.91,1000.44,1536.76,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001573,10132,VH-10132,VH-10132,V9800
WO-2024-000120,2024-02-24 10:20:00,10132,2024-02-24 18:20:00,2024-03-01 15:20:00,V2050,Reliable Truck Service,WO-2024-000120,10132,V2050,781.30,384.31,1197.25,2362.86,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000120,10132,VH-10132,VH-10132,V2050
WO-2025-002719,2025-08-12 01:15:00,10132,2025-08-13 02:15:00,2025-08-18 19:15:00,V2029,Interstate Repair Depot,WO-2025-002719,10132,V2029,2919.33,739.68,0.00,3659.01,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002719,10132,VH-10132,VH-10132,V2029
WO-2025-003799,2024-07-25 00:20:00,10132,2024-07-26 08:20:00,2024-08-04 03:20:00,V2044,Green Charge,WO-2025-003799,10132,V2044,148.67,920.04,0.00,1225.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003799,10132,VH-10132,VH-10132,V2044
WO-2025-003541,10/19/2024 03:45,10132,2024-10-20 13:45:00,2024-10-25 15:45:00,V2065,RoadReady Repairs,WO-2025-003541,10132,V2065,398.56,481.84,0.00,880.40,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003541,10132,VH-10132,VH-10132,V2065
WO-2026-002963,2024-04-05 06:00:00,10132,2024-04-06 12:00:00,2024-04-09 16:00:00,V2001,Precision Hydraulics,WO-2026-002963,10132,V2001,172.89,1613.12,24.96,1810.97,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002963,10132,VH-10132,VH-10132,V2001
WO-2024-001200,2024-11-12 06:05:00,10132,2024-11-12 20:05:00,2024-11-16 08:05:00,V2005,RoadReady Repairs,WO-2024-001200,10132,V2005,1274.52,2161.56,0.00,3436.08,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001200,10132,VH-10132,VH-10132,V2005
WO-2025-002206,2024-02-28 10:10:00,10132,2024-02-29 05:10:00,2024-03-04 14:10:00,V2041,Evergreen Battery Supply,WO-2025-002206,10132,V2041,2400.79,132.81,0.00,2533.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002206,10132,VH-10132,VH-10132,V2041
WO-2026-002861,2024-05-04 15:15:00,10132,2024-05-04 19:15:00,2024-05-13 12:15:00,V2052,FastLane PM Services,WO-2026-002861,10132,V2052,2827.93,2164.92,39.82,5032.67,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002861,10132,VH-10132,VH-10132,V2052
WO-2026-003179,2026-03-19 12:15:00,10132,2026-03-19 21:15:00,2026-03-23 11:15:00,V2045,Superior Body Shop,WO-2026-003179,10132,V2045,3289.26,2364.46,277.48,5931.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003179,10132,VH-10132,VH-10132,V2045
WO-2025-003595,2025-05-10 05:20:00,10132,2025-05-11 20:20:00,05/21/2025 20:20,V2069,FleetPro Service Center,WO-2025-003595,10132,V2069,824.24,2032.89,440.52,3297.65,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003595,10132,VH-10132,VH-10132,V2069
WO-2026-000941,2025-04-15 01:15:00,10283,2025-04-15 12:15:00,2025-04-21 19:15:00,V2007,Apex Maintenance Group,WO-2026-000941,10283,V2007,1726.65,1769.09,0.00,3676.06,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000941,10283,VH-10283,VH-10283,V2007
WO-2026-002705,2025-09-30 14:05:00,10283,2025-10-01 19:05:00,2025-10-05 02:05:00,V2010,Quick Fuel Partners,WO-2026-002705,10283,V2010,1752.60,1868.41,404.32,4025.33,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002705,10283,VH-10283,VH-10283,V2010
WO-2026-000983,2025-01-11 09:15:00,10283,01/11/2025 17:15,2025-01-18 06:15:00,V2017,Partner Mobile Mechanics,WO-2026-000983,10283,V2017,659.12,1453.83,0.00,2112.95,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000983,10283,VH-10283,VH-10283,V2017
WO-2024-000795,2025-06-23 09:05:00,10283,2025-06-24 16:05:00,2025-06-29 15:05:00,V2022,Precision Hydraulics,WO-2024-000795,10283,V2022,1444.99,403.03,270.73,2118.75,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000795,10283,VH-10283,VH-10283,V2022
WO-2025-000625,2025-09-25 18:45:00,10203,2025-09-26 21:45:00,2025-10-07 05:45:00,V2031,Universal Fleet Solutions,WO-2025-000625,10203,V2031,395.98,1883.30,0.00,2279.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000625,10203,VH-10203,VH-10203,V2031
WO-2024-003549,2024-06-05 01:00:00,10203,2024-06-05 07:00:00,2024-06-09 02:00:00,V2056,Precision Hydraulics,WO-2024-003549,10203,V2056,2694.78,2110.09,543.44,5348.31,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003549,10203,VH-10203,VH-10203,V2056
WO-2026-003830,2024-08-28 07:45:00,10203,08/29/2024 19:45,2024-09-04 05:45:00,V2035,Premier Collision Center Company,WO-2026-003830,10203,V2035,1024.90,460.26,0.00,1485.16,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003830,10203,VH-10203,VH-10203,V2035
WO-2025-003691,11/16/2024 21:00,10203,2024-11-17 16:00:00,2024-11-20 19:00:00,V2006,Superior Body Shop,WO-2025-003691,10203,V2006,2336.91,1080.36,0.00,3417.27,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003691,10203,VH-10203,VH-10203,V2006
WO-2024-000837,2024-07-01 13:20:00,10203,2024-07-03 13:20:00,2024-07-11 21:20:00,"",Quick Fuel Prtnrs,WO-2024-000837,10203,"",3394.21,40.39,1166.02,4600.62,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000837,10203,VH-10203,VH-10203,QUICK FUEL PRTNRS
WO-2026-002585,2024-10-09 01:10:00,10203,10/10/2024 09:10,2024-10-14 11:10:00,V2013,Industrial Equipment Repair,WO-2026-002585,10203,V2013,2590.16,315.90,914.36,3820.42,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002585,10203,VH-10203,VH-10203,V2013
WO-2025-001042,2025-12-05 17:05:00,10203,2025-12-07 16:05:00,2025-12-10 02:05:00,V2033,Precision Hydraulics,WO-2025-001042,10203,V2033,3525.00,2075.80,557.05,6157.85,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001042,10203,VH-10203,VH-10203,V2033
WO-2026-002588,2026-03-28 02:05:00,10203,2026-03-29 06:05:00,2026-04-04 22:05:00,V2019,Central Parts Warehouse,WO-2026-002588,10203,V2019,2069.11,1402.09,0.00,3471.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002588,10203,VH-10203,VH-10203,V2019
WO-2025-002071,2025-09-04 10:00:00,10203,2025-09-05 23:00:00,2025-09-07 12:00:00,V2058,North Star Garage,WO-2025-002071,10203,V2058,1740.07,1893.49,830.10,4463.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002071,10203,VH-10203,VH-10203,V2058
WO-2026-001778,08/29/2024 03:15,10203,2024-08-29 12:15:00,2024-09-02 17:15:00,V2056,Precision Hydraulics,WO-2026-001778,10203,V2056,3077.35,471.53,1055.48,4604.36,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001778,10203,VH-10203,VH-10203,V2056
WO-2025-003862,2025-08-12 06:20:00,10389,2025-08-13 11:20:00,2025-08-17 17:20:00,V2029,Interstate Repair Depot,WO-2025-003862,10389,V2029,3551.80,2247.47,1100.07,6899.34,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003862,10389,VH-10389,VH-10389,V2029
WO-2026-001220,2025-11-19 08:05:00,10389,2025-11-19 23:05:00,2025-11-28 23:05:00,V2002,Quick Fuel Partners,WO-2026-001220,10389,V2002,2144.22,1079.32,741.29,3964.83,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001220,10389,VH-10389,VH-10389,V2002
WO-2026-001346,2025-02-04 20:05:00,10389,2025-02-06 13:05:00,2025-02-11 15:05:00,V2048,Northside Fleet Repair,WO-2026-001346,10389,V2048,3774.51,2204.36,1121.92,7100.79,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001346,10389,VH-10389,VH-10389,V2048
WO-2025-002626,2024-05-29 22:20:00,10389,2024-05-31 21:20:00,2024-06-06 01:20:00,V2024,Green Charge,WO-2025-002626,10389,V2024,1403.26,2216.22,0.00,3619.48,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002626,10389,VH-10389,VH-10389,V2024
WO-2024-001134,2024-03-06 23:20:00,10389,2024-03-08 20:20:00,2024-03-11 16:20:00,V2005,RoadReady Repairs,WO-2024-001134,10389,V2005,2563.89,5.24,505.49,3074.62,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001134,10389,VH-10389,VH-10389,V2005
WO-2024-002067,09/28/2024 10:20,10389,2024-09-29 15:20:00,10/03/2024 13:20,V2009,"Joe's Automotive LLC",WO-2024-002067,10389,V2009,3079.10,2184.97,0.00,5264.07,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002067,10389,VH-10389,VH-10389,V2009
WO-2024-000696,2026-04-26 12:00:00,10389,2026-04-26 22:00:00,2026-04-29 06:00:00,V2030,Industrial Equipment Repair,WO-2024-000696,10389,V2030,614.02,1131.28,760.11,2505.41,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000696,10389,VH-10389,VH-10389,V2030
WO-2025-001558,2026-04-14 03:20:00,10389,2026-04-14 05:20:00,2026-04-17 05:20:00,V2007,Midwest Diesel Service,WO-2025-001558,10389,V2007,784.28,1769.92,1031.55,3585.75,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001558,10389,VH-10389,VH-10389,V2007
WO-2026-003068,2025-01-09 10:10:00,10389,2025-01-10 10:10:00,01/16/2025 00:10,V2044,Green Charge,WO-2026-003068,10389,V2044,2121.37,2368.35,919.74,5469.49,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003068,10389,VH-10389,VH-10389,V2044
WO-2024-003546,2025-07-23 11:15:00,10389,2025-07-24 23:15:00,2025-07-28 12:15:00,V2057,City Wide Tire and Brake,WO-2024-003546,10389,V2057,808.41,1352.88,0.00,2161.29,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003546,10389,VH-10389,VH-10389,V2057
WO-2024-002667,2024-11-08 10:45:00,10113,2024-11-09 05:45:00,2024-11-13 22:45:00,V2057,City Wide Tire and Brake,WO-2024-002667,10113,V2057,2537.31,469.72,0.00,3007.03,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002667,10113,VH-10113,VH-10113,V2057
