asset_no,vehicle_id,vin,registration_no,license_plate_state,make,model,model_year,vehicle_type,department_code,department_name,fleet_group,fuel_type,engine_size,transmission_type,acquisition_date,in_service_date,warranty_expiry_date,current_status,current_odometer,parent_asset_no,assigned_location_code,assigned_location_name,source_system,last_updated_date,clean_vehicle_key,source_table,source_record_id,has_review_required_exception,clean_record_status,alteryx_processed_at
10194,VH-10194,MCY5W84HJ1RLL9YEZ,SGK9378,IL,Honda,Civic,2021,Sedan,1008,Executive Fleet,Pool,Hybrid,5.3L,"",2021-05-04,2021-05-28,2025-08-31,Inactive,84849,"",DET01,Detroit Partner Shop,Fleet_Master,2025-07-05,VH-10194,raw.vehicle_master_raw,10194,0,CLEAN,2026-05-29 14:00:10
10345,VH-10345,4WGE1H4N5D5AE1UEE,SKL5280,"",Toyota,Tacoma,2015,Truck,1007,Facilities,Service,Dsl,6.7L,Automatic,2015-04-11,2015-06-29,2019-05-20,Available,216994,"",IND01,Indianapolis Depot,FleetMaster,2025-12-27,VH-10345,raw.vehicle_master_raw,10345,0,CLEAN,2026-05-29 14:00:10
10220,VH-10220,H2P2AF5V8DALM719F,EZQ8134,MO,Chevrolet,Express,2025,Van,1008,Executive Fleet,Executive,Electric,3.5L,"",2025-01-21,2025-04-13,2030-03-19,Active,11650,"",CHI01,Chicago Central Garage,FleetMaster,10/10/2025,VH-10220,raw.vehicle_master_raw,10220,0,CLEAN,2026-05-29 14:00:10
10072,VH-10072,749PD95SGAUFEZVDF,LPF4162,IN,Ford,F-150,2015,Truck,1004,Maintenance,Executive,EV,1.8L,"",2015-09-06,2015-11-29,2018-06-21,Active,231064,"",DET01,Detroit Partner Shop,AssetHub,2026-01-04,VH-10072,raw.vehicle_master_raw,10072,0,CLEAN,2026-05-29 14:00:10
10027,VH-10027,GYX0L8L8W37YHVEP1,MYZ1532,WI,Toyota,Prius,2013,Sedan,1001,Operations,Service,HYBRID,1.8L,"",04/01/2013,2013-04-16,2016-09-30,In Service,285240,10001,STL01,St. Louis Fleet Center,FleetMaster,2025-09-06,VH-10027,raw.vehicle_master_raw,10027,0,CLEAN,2026-05-29 14:00:10
10246,VH-10246,A7H2KMA0P68Z9XL64,VMB5490,IN,International,MV607,2025,Heavy Truck,1001,Operations,Executive,GAS,2.5L,Manual,2025-06-13,2025-06-29,2029-10-01,Retired,19144,"",MIL01,Milwaukee Repair Yard,FleetMaster,09/01/2025,VH-10246,raw.vehicle_master_raw,10246,0,CLEAN,2026-05-29 14:00:10
10319,VH-10319,PFFCUR6WUSL262KM3,GFI2378,MO,Chevrolet,Express,2022,Van,1007,Facilities,Pool,Hybrid,1.8L,AUTO,2022-02-19,2022-03-09,2025-11-26,Inactive,32659,"",IND01,Indianapolis Depot,AssetHub,2025-03-22,VH-10319,raw.vehicle_master_raw,10319,0,CLEAN,2026-05-29 14:00:10
10381,VH-10381,5SARRG3PNSZ7JH72E,TQJ3478,WI,Ford,F-150,2016,Truck,1003,Sales,Heavy Duty,Electric,6.7L,"",2016-11-20,2017-01-24,2019-08-27,Retired,119765,"",STL01,St. Louis Fleet Center,FleetMaster,2025-03-26,VH-10381,raw.vehicle_master_raw,10381,0,CLEAN,2026-05-29 14:00:10
10025,VH-10025,FLB2ZY8G1BYFB2NG2,SVE5872,MO,Chevrolet,Silverado,2017,Truck,1003,Sales,Service,Gas,2.5L,Automatic,2017-06-27,2017-07-13,2021-04-22,ACTIVE,110154,"",DET01,Detroit Partner Shop,AssetHub,2025-04-12,VH-10025,raw.vehicle_master_raw,10025,0,CLEAN,2026-05-29 14:00:10
10210,VH-10210,K1S9F34YS7JHTSLZV,PFG0496,MO,Nissan,NV200,2015,Van,1005,Customer Support,Executive,Gas,6.7L,Manual,2015-02-06,2015-04-14,2020-02-26,Inactive,99797,"",IND01,Indianapolis Depot,Fleet_Master,2025-05-10,VH-10210,raw.vehicle_master_raw,10210,0,CLEAN,2026-05-29 14:00:10
10190,VH-10190,CEHW6MC7CPDTGD9YV,NVX1957,MI,Toyota,Tacoma,2024,Truck,1001,Operations,Pool,Unleaded,"","",2024-08-14,2024-09-14,2028-04-03,Out of Service,39714,"",MIL01,Milwaukee Repair Yard,FleetMaster,2025-03-29,VH-10190,raw.vehicle_master_raw,10190,0,CLEAN,2026-05-29 14:00:10
10305,VH-10305,7YBL9CZTCV41F5X5R,BZM2610,"",Dodge,Ram 1500,2019,Truck,1001,Operations,Service,Unleaded,2.5L,AUTO,2019-11-11,2019-12-05,2022-12-05,Retired,72471,"",CHI01,Chicago Central Garage,AssetHub,2025-06-08,VH-10305,raw.vehicle_master_raw,10305,0,CLEAN,2026-05-29 14:00:10
10009,VH-10009,NFH87C7MMSACJ7X43,URK7079,MO,Dodge,Ram 1500,2014,Truck,1007,Facilities,Pool,EV,6.7L,"",2014-04-24,2014-07-06,2019-06-03,Out of Service,115911,"",STL01,St. Louis Fleet Center,FleetMaster,2025-11-04,VH-10009,raw.vehicle_master_raw,10009,0,CLEAN,2026-05-29 14:00:10
10414,VH-10414,5755RXL8WXU9YY7AR,BKN4877,MO,Nissan,NV200,2016,Van,1008,Executive Fleet,Light Duty,petrol,3.5L,CVT,2016-05-10,2016-08-04,2020-08-18,ACTIVE,117697,"",DET01,Detroit Partner Shop,FleetMaster,2025-02-22,VH-10414,raw.vehicle_master_raw,10414,0,CLEAN,2026-05-29 14:00:10
10195,VH-10195,P5X0ZUXGGSJTTBKCY,MXV1700,IN,Ford,Transit,2014,Van,1001,Operations,Pool,EV,1.8L,AUTO,2014-06-16,2014-07-05,2020-02-05,Out of Service,258958,"",CHI01,Chicago Central Garage,Fleet_Master,2026-03-12,VH-10195,raw.vehicle_master_raw,10195,0,CLEAN,2026-05-29 14:00:10
10363,VH-10363,BWP1YYSMZABP728UW,ZUI7968,IN,Toyota,Camry,2013,Sedan,1002,Field Services,Heavy Duty,ELECTRIC,2.0L,Manual,2013-03-16,2013-03-21,2017-09-29,Available,108988,"",CHI01,Chicago Central Garage,Fleet_Master,2025-09-13,VH-10363,raw.vehicle_master_raw,10363,0,CLEAN,2026-05-29 14:00:10
10221,VH-10221,KJLXF04E59N9T105X,MJY3388,IN,Toyota,Prius,2012,Sedan,1002,Field Services,Light Duty,EV,5.3L,Automatic,12/06/2012,2012-12-22,2015-11-26,Retired,207074,"",DET01,Detroit Partner Shop,Fleet_Master,2025-10-30,VH-10221,raw.vehicle_master_raw,10221,0,CLEAN,2026-05-29 14:00:10
10248,VH-10248,MRZXL6LX8ZHNC7NM0,BOH4672,MI,Toyota,Tacoma,2018,Truck,1003,Sales,Pool,Diesel,2.0L,Manual,2018-11-22,2019-02-06,2024-06-30,Active,67046,"",CHI01,Chicago Central Garage,AssetHub,09/10/2025,VH-10248,raw.vehicle_master_raw,10248,0,CLEAN,2026-05-29 14:00:10
10231,VH-10231,87EHM39L5BU5AVTF4,KIK0834,IL,Honda,Civic,2012,Sedan,1003,Sales,Pool,Gas Hybrid,1.8L,CVT,2012-05-11,2012-05-24,2015-03-04,Inactive,261262,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-01-31,VH-10231,raw.vehicle_master_raw,10231,0,CLEAN,2026-05-29 14:00:10
10039,VH-10039,ZRENAKDNJUSSU582J,BGD6874,WI,Toyota,Tacoma,2016,Truck,1007,Facilities,Light Duty,Electric,1.8L,"",2016-12-06,2016-12-26,2020-08-07,Retired,206051,"",IND01,Indianapolis Depot,Fleet_Master,2025-02-21,VH-10039,raw.vehicle_master_raw,10039,0,CLEAN,2026-05-29 14:00:10
10047,VH-10047,YC1XZHPDZ2Z0J9SGZ,CGN2539,"",Ford,F-150,2022,Truck,1001,Operations,Service,Electric,6.7L,AUTO,2022-05-03,2022-05-11,2026-11-18,Inactive,52940,"",STL01,St. Louis Fleet Center,AssetHub,2026-04-14,VH-10047,raw.vehicle_master_raw,10047,0,CLEAN,2026-05-29 14:00:10
10154,VH-10154,2J3DYGK70S5N6NAHE,CLA8081,IL,International,MV607,2012,Heavy Truck,1006,Logistics,Service,Gas Hybrid,"",Automatic,09/14/2012,2012-09-30,2015-03-21,Retired,178471,"",IND01,Indianapolis Depot,FleetMaster,2025-12-01,VH-10154,raw.vehicle_master_raw,10154,0,CLEAN,2026-05-29 14:00:10
10089,VH-10089,CDC0VJMK8MEZXTHA5,PKH2335,IL,Ford,Explorer,2024,SUV,1001,Operations,Executive,HYBRID,2.0L,"",2024-01-14,2024-02-05,2027-11-04,Out of Service,35159,"",CHI01,Chicago Central Garage,Fleet_Master,2025-01-22,VH-10089,raw.vehicle_master_raw,10089,0,CLEAN,2026-05-29 14:00:10
10252,VH-10252,GZR8SN0JC6JUNVKMK,IZQ8447,MI,Chevrolet,Silverado,2024,Truck,1004,Maintenance,Service,HYBRID,5.3L,Automatic,2024-01-21,2024-01-28,2027-10-15,Out of Service,17975,"",DET01,Detroit Partner Shop,AssetHub,2025-04-27,VH-10252,raw.vehicle_master_raw,10252,0,CLEAN,2026-05-29 14:00:10
10365,VH-10365,KC2LGZW6VAJFFGCLC,TSD2513,"",International,MV607,2012,Heavy Truck,1004,Maintenance,Light Duty,DIESEL,3.5L,Automatic,2012-12-04,2013-01-17,2015-06-26,Retired,298130,"",CHI02,Northside Service Hub,Fleet_Master,2025-10-03,VH-10365,raw.vehicle_master_raw,10365,0,CLEAN,2026-05-29 14:00:10
10158,VH-10158,U6THPW7PAUTD3WYCW,GYE9555,MI,Honda,Civic,2022,Sedan,1006,Logistics,Pool,diesel,1.8L,"",2022-06-01,2022-08-05,09/16/2025,Inactive,70800,"",DET01,Detroit Partner Shop,Fleet_Master,2025-02-09,VH-10158,raw.vehicle_master_raw,10158,0,CLEAN,2026-05-29 14:00:10
10149,VH-10149,VJ2LLUNP8512Z6FEX,TZV6869,"",International,MV607,2016,Heavy Truck,1006,Logistics,Pool,diesel,1.8L,Automatic,2016-04-24,2016-07-17,2021-12-02,Retired,106011,10010,CHI01,Chicago Central Garage,AssetHub,2025-09-18,VH-10149,raw.vehicle_master_raw,10149,0,CLEAN,2026-05-29 14:00:10
10389,VH-10389,U2KAR5U84D9GB90W6,MQX3601,MO,GMC,Sierra,2021,Truck,1003,Sales,Heavy Duty,Unleaded,5.3L,CVT,2021-02-11,2021-03-26,2023-09-30,Active,96250,"",DET01,Detroit Partner Shop,AssetHub,2026-03-24,VH-10389,raw.vehicle_master_raw,10389,0,CLEAN,2026-05-29 14:00:10
10331,VH-10331,F8FU3R6H43AMAXVFW,BPG0055,IN,Ford,F-150,2013,Truck,1005,Customer Support,Executive,Gas,6.7L,AUTO,2013-07-01,2013-08-11,2018-10-05,Active,155856,"",STL01,St. Louis Fleet Center,FleetMaster,2026-01-02,VH-10331,raw.vehicle_master_raw,10331,0,CLEAN,2026-05-29 14:00:10
10366,VH-10366,XE7VW2NERBU22JHYJ,EFI6964,MO,Ford,Explorer,2025,SUV,1005,Customer Support,Light Duty,EV,6.7L,Manual,09/16/2025,2025-10-11,2031-06-05,Retired,18740,"",CHI02,Northside Service Hub,Fleet_Master,2025-04-23,VH-10366,raw.vehicle_master_raw,10366,0,CLEAN,2026-05-29 14:00:10
10092,VH-10092,95X9JBDAT8A3LKU4L,BHY6208,IN,Ford,Transit,2018,Van,1003,Sales,Executive,Hybrid,2.5L,AUTO,2018-09-20,2018-11-26,2022-05-29,Available,148521,10001,DET01,Detroit Partner Shop,Fleet_Master,2025-08-31,VH-10092,raw.vehicle_master_raw,10092,0,CLEAN,2026-05-29 14:00:10
10174,VH-10174,BRGKULUGN9W657L17,VWH0540,IN,International,MV607,2017,Heavy Truck,1008,Executive Fleet,Pool,diesel,"",Manual,2017-05-06,2017-06-29,2023-05-14,ACTIVE,102459,10041,CHI01,Chicago Central Garage,AssetHub,2025-04-14,VH-10174,raw.vehicle_master_raw,10174,0,CLEAN,2026-05-29 14:00:10
10041,VH-10041,8AXX52G6N5SLR49ZJ,VVY6942,IL,Toyota,Camry,2023,Sedan,1008,Executive Fleet,Service,Gas Hybrid,2.0L,CVT,2023-07-02,2023-07-28,2029-03-22,Retired,31534,"",MIL01,Milwaukee Repair Yard,FleetMaster,2026-04-20,VH-10041,raw.vehicle_master_raw,10041,0,CLEAN,2026-05-29 14:00:10
10339,VH-10339,EH6225F5TA4MKT2T1,WJW0815,IL,Toyota,Camry,2017,Sedan,1008,Executive Fleet,Heavy Duty,DIESEL,5.3L,"",2017-07-13,2017-07-30,2023-07-20,Inactive,176013,"",DET01,Detroit Partner Shop,Fleet_Master,2025-10-16,VH-10339,raw.vehicle_master_raw,10339,0,CLEAN,2026-05-29 14:00:10
10199,VH-10199,63BH08XGZVSYB8BP6,ZSP8512,WI,Toyota,Camry,2013,Sedan,1008,Executive Fleet,Light Duty,Gas,6.7L,"",2013-03-01,2013-03-08,2016-10-15,Active,216940,"",IND01,Indianapolis Depot,FleetMaster,2025-08-24,VH-10199,raw.vehicle_master_raw,10199,0,CLEAN,2026-05-29 14:00:10
10402,VH-10402,00BX5BTSHZMTYDHD0,OSE9678,IN,Toyota,Camry,2025,Sedan,1007,Facilities,Executive,DIESEL,1.8L,Automatic,2025-04-11,2025-06-29,2027-12-17,Available,21498,10002,DET01,Detroit Partner Shop,Fleet_Master,2025-01-05,VH-10402,raw.vehicle_master_raw,10402,0,CLEAN,2026-05-29 14:00:10
10015,VH-10015,7N9UFTNJAZR1R57V4,SUD3294,IN,International,MV607,2018,Heavy Truck,1006,Logistics,Heavy Duty,ELECTRIC,1.8L,AUTO,2018-09-22,2018-11-17,2022-12-15,Retired,108443,"",DET01,Detroit Partner Shop,Fleet_Master,2026-03-31,VH-10015,raw.vehicle_master_raw,10015,0,CLEAN,2026-05-29 14:00:10
10189,VH-10189,PNU5X1CPDS0PU2GBH,FAR0545,MO,Ford,Transit,2021,Van,1002,Field Services,Executive,GAS,3.5L,"",2021-07-10,2021-09-27,2024-06-05,ACTIVE,74162,"",CHI01,Chicago Central Garage,AssetHub,10/18/2025,VH-10189,raw.vehicle_master_raw,10189,0,CLEAN,2026-05-29 14:00:10
10262,VH-10262,PR5UEKE6DBRLANEMV,EIR9531,"",International,MV607,2021,Heavy Truck,1006,Logistics,Service,Gas Hybrid,"",Automatic,2021-11-05,2021-12-26,2025-06-17,In Service,105095,"",MIL01,Milwaukee Repair Yard,FleetMaster,2025-02-08,VH-10262,raw.vehicle_master_raw,10262,0,CLEAN,2026-05-29 14:00:10
10171,VH-10171,CTZ9E4ZJ7A0XBUXRP,BDL9893,IL,Toyota,Camry,2020,Sedan,1008,Executive Fleet,Heavy Duty,ELECTRIC,1.8L,CVT,2020-04-18,2020-06-02,2025-04-05,Out of Service,88366,"",IND01,Indianapolis Depot,FleetMaster,2025-08-21,VH-10171,raw.vehicle_master_raw,10171,0,CLEAN,2026-05-29 14:00:10
10137,VH-10137,"",HWJ5097,MO,Chevrolet,Express,2012,Van,1003,Sales,Executive,Electric,5.3L,Manual,2012-06-17,2012-08-06,2017-07-09,Active,207525,"",CHI01,Chicago Central Garage,AssetHub,2025-12-16,VH-10137,raw.vehicle_master_raw,10137,0,CLEAN,2026-05-29 14:00:10
10095,VH-10095,M8RB0LPJN9NP7M8JF,GXW9771,WI,Chevrolet,Silverado,2017,Truck,1001,Operations,Pool,Diesel,3.5L,Automatic,2017-08-23,2017-11-03,2022-09-25,In Service,185861,10004,IND01,Indianapolis Depot,Fleet_Master,2025-07-07,VH-10095,raw.vehicle_master_raw,10095,0,CLEAN,2026-05-29 14:00:10
10253,VH-10253,V7M7PN4K5E8SLMLCU,EIH1559,"",Nissan,NV200,2014,Van,1001,Operations,Heavy Duty,Electric,Electric,Manual,2014-04-27,2014-06-19,2018-04-02,Retired,175859,"",MIL01,Milwaukee Repair Yard,FleetMaster,04/17/2025,VH-10253,raw.vehicle_master_raw,10253,0,CLEAN,2026-05-29 14:00:10
10247,VH-10247,M24VP8CV0KE4W18NX,FUT2003,"",Toyota,Camry,2021,Sedan,1006,Logistics,Pool,EV,2.0L,CVT,2021-10-22,2021-12-30,2027-04-14,ACTIVE,60555,"",DET01,Detroit Partner Shop,FleetMaster,2025-11-25,VH-10247,raw.vehicle_master_raw,10247,0,CLEAN,2026-05-29 14:00:10
10132,VH-10132,KZUXU9KS74F06T61Y,MJL5707,MI,Toyota,Tacoma,2019,Truck,1005,Customer Support,Executive,Hybrid,"",Automatic,2019-01-19,2019-03-18,2024-04-18,In Service,74393,"",IND01,Indianapolis Depot,Fleet_Master,2026-04-29,VH-10132,raw.vehicle_master_raw,10132,0,CLEAN,2026-05-29 14:00:10
10238,VH-10238,G1BT9JTUAF8N0STZ5,YTR0534,IN,Dodge,Ram 1500,2015,Truck,1005,Customer Support,Executive,Gas,Electric,Automatic,2015-07-23,2015-08-29,2018-05-23,Active,195529,"",CHI02,Northside Service Hub,Fleet_Master,2025-10-27,VH-10238,raw.vehicle_master_raw,10238,0,CLEAN,2026-05-29 14:00:10
10261,VH-10261,"",LJQ9756,"",Toyota,Tacoma,2017,Truck,1006,Logistics,Heavy Duty,Gasoline,3.5L,AUTO,2017-11-28,2018-02-23,2022-09-14,ACTIVE,76782,"",CHI02,Northside Service Hub,Fleet_Master,2025-06-02,VH-10261,raw.vehicle_master_raw,10261,0,CLEAN,2026-05-29 14:00:10
10059,VH-10059,0XKZB4SSNDU95VNZM,LXW4999,MI,Ford,Transit,2012,Van,1003,Sales,Light Duty,EV,2.5L,Manual,2012-02-27,2012-03-22,2014-11-15,Available,160661,"",CHI02,Northside Service Hub,FleetMaster,2025-12-17,VH-10059,raw.vehicle_master_raw,10059,0,CLEAN,2026-05-29 14:00:10
10028,VH-10028,0RD50B8CRRDPFFHBK,NCW3340,IN,Ford,F-150,2022,Truck,1002,Field Services,Service,ELECTRIC,1.8L,CVT,2022-07-28,2022-10-14,12/22/2027,Inactive,37369,"",CHI02,Northside Service Hub,AssetHub,2026-01-12,VH-10028,raw.vehicle_master_raw,10028,0,CLEAN,2026-05-29 14:00:10
10076,VH-10076,KUM4S6SULRUAKR2T8,OAF5532,MO,Ford,F-150,2016,Truck,1002,Field Services,Pool,Hybrid,Electric,Automatic,2016-11-11,2016-11-18,2019-07-24,Retired,182453,"",DET01,Detroit Partner Shop,FleetMaster,2025-12-06,VH-10076,raw.vehicle_master_raw,10076,0,CLEAN,2026-05-29 14:00:10
10101,VH-10101,BTJM9P99Z1GS1WBG4,FJD7818,"",Honda,Civic,2024,Sedan,1007,Facilities,Light Duty,Diesel,Electric,Automatic,2024-08-17,2024-10-31,2027-02-13,Out of Service,17030,"",CHI02,Northside Service Hub,FleetMaster,2025-05-26,VH-10101,raw.vehicle_master_raw,10101,0,CLEAN,2026-05-29 14:00:10
10286,VH-10286,WTGN52ET5YND47HDF,SEC6328,IL,International,MV607,2024,Heavy Truck,1007,Facilities,Light Duty,EV,6.7L,AUTO,2024-11-02,12/22/2024,2029-10-15,Out of Service,18358,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-05-06,VH-10286,raw.vehicle_master_raw,10286,0,CLEAN,2026-05-29 14:00:10
10296,VH-10296,U4B65TATV3ZBVXLT8,WSD6491,MO,Chevrolet,Silverado,2018,Truck,1007,Facilities,Service,Hybrid,2.0L,"",2018-07-28,2018-09-09,2022-06-28,Out of Service,132787,"",DET01,Detroit Partner Shop,FleetMaster,2026-02-09,VH-10296,raw.vehicle_master_raw,10296,0,CLEAN,2026-05-29 14:00:10
10401,VH-10401,GJ6NZESVWZMUP10L2,WLP4309,"",Chevrolet,Express,2013,Van,1001,Operations,Light Duty,GAS,6.7L,AUTO,2013-01-17,2013-03-09,2017-04-16,Retired,284881,"",CHI02,Northside Service Hub,FleetMaster,2025-06-27,VH-10401,raw.vehicle_master_raw,10401,0,CLEAN,2026-05-29 14:00:10
10116,VH-10116,ZKXLE80LAVA7BJ9V6,EEN0173,IL,GMC,Sierra,2024,Truck,1002,Field Services,Light Duty,Gas Hybrid,Electric,"",2024-10-11,2024-12-31,2030-07-17,Active,25804,"",CHI02,Northside Service Hub,AssetHub,09/06/2025,VH-10116,raw.vehicle_master_raw,10116,0,CLEAN,2026-05-29 14:00:10
10233,VH-10233,WPPXT77845S097BW4,LLZ9444,MI,International,MV607,2020,Heavy Truck,1004,Maintenance,Service,Hybrid,5.3L,"",2020-06-21,2020-08-30,2025-10-15,Out of Service,70002,"",CHI02,Northside Service Hub,Fleet_Master,2025-12-26,VH-10233,raw.vehicle_master_raw,10233,0,CLEAN,2026-05-29 14:00:10
10119,VH-10119,ASWBWJVH08S8XTP7S,ZQF8751,"",Toyota,Prius,2012,Sedan,1007,Facilities,Heavy Duty,Gasoline,3.5L,Manual,01/19/2012,2012-04-17,2016-04-05,ACTIVE,258418,"",CHI01,Chicago Central Garage,AssetHub,2025-08-16,VH-10119,raw.vehicle_master_raw,10119,0,CLEAN,2026-05-29 14:00:10
10179,VH-10179,DSN6024NGBXSB2PX3,ULY5663,MI,Chevrolet,Silverado,2015,Truck,1004,Maintenance,Pool,Electric,Electric,Manual,2015-03-15,2015-05-17,2018-10-10,Active,193876,10016,CHI01,Chicago Central Garage,FleetMaster,2026-02-07,VH-10179,raw.vehicle_master_raw,10179,0,CLEAN,2026-05-29 14:00:10
10165,VH-10165,1ET5U7CAKDAYCPVF4,TLJ3701,WI,Chevrolet,Silverado,2016,Truck,1002,Field Services,Light Duty,GAS,3.5L,AUTO,05/14/2016,2016-06-10,2021-12-01,Retired,162346,10010,CHI01,Chicago Central Garage,Fleet_Master,2026-02-05,VH-10165,raw.vehicle_master_raw,10165,0,CLEAN,2026-05-29 14:00:10
10223,VH-10223,AZJHNKF7N1S4P5E7G,PVQ4443,IL,International,MV607,2019,Heavy Truck,1005,Customer Support,Light Duty,Gas Hybrid,Electric,"",2019-04-13,2019-07-07,2022-01-16,Out of Service,120699,"",CHI01,Chicago Central Garage,AssetHub,2025-04-17,VH-10223,raw.vehicle_master_raw,10223,0,CLEAN,2026-05-29 14:00:10
10270,VH-10270,1U22W4MRYWKXT50NJ,MBR9431,WI,Chevrolet,Express,2017,Van,1002,Field Services,Light Duty,Electric,6.7L,AUTO,2017-11-12,2018-01-28,07/19/2022,ACTIVE,186629,"",CHI01,Chicago Central Garage,AssetHub,2026-02-03,VH-10270,raw.vehicle_master_raw,10270,0,CLEAN,2026-05-29 14:00:10
10349,VH-10349,BEGWWE1E7FLXBL20C,PCD4978,IL,Ford,F-150,2022,Truck,1002,Field Services,Executive,Hybrid,Electric,CVT,2022-06-13,2022-07-30,2027-11-28,In Service,57017,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2025-07-25,VH-10349,raw.vehicle_master_raw,10349,0,CLEAN,2026-05-29 14:00:10
10250,VH-10250,6BYYZRREG2DMACGE2,TVI7781,IL,Toyota,Tacoma,2022,Truck,1003,Sales,Service,Gasoline,"","",2022-10-27,12/24/2022,2028-08-17,Active,77640,"",STL01,St. Louis Fleet Center,Fleet_Master,2026-01-28,VH-10250,raw.vehicle_master_raw,10250,0,CLEAN,2026-05-29 14:00:10
10290,VH-10290,NHZW7RSH7F5RU84P0,JPA5858,IN,Chevrolet,Express,2023,Van,1003,Sales,Pool,EV,3.5L,CVT,05/05/2023,05/24/2023,2027-03-31,Active,42500,"",CHI01,Chicago Central Garage,FleetMaster,2025-01-06,VH-10290,raw.vehicle_master_raw,10290,0,CLEAN,2026-05-29 14:00:10
10348,VH-10348,KG884EL8D5TUEEJG1,LHS3364,MO,Honda,Civic,2025,Sedan,1007,Facilities,Heavy Duty,ELECTRIC,5.3L,AUTO,2025-02-18,2025-03-20,2028-03-09,In Service,8490,"",DET01,Detroit Partner Shop,FleetMaster,2025-05-20,VH-10348,raw.vehicle_master_raw,10348,0,CLEAN,2026-05-29 14:00:10
10367,VH-10367,UNJPCM4NJLVHFUXLM,UAX5014,MI,International,MV607,2022,Heavy Truck,1006,Logistics,Executive,ELECTRIC,5.3L,Automatic,2022-01-04,2022-03-23,2027-09-27,Retired,48754,"",CHI02,Northside Service Hub,FleetMaster,2025-08-28,VH-10367,raw.vehicle_master_raw,10367,0,CLEAN,2026-05-29 14:00:10
10013,VH-10013,UAKXESSAYF4VFJRES,YPP2449,IL,Chevrolet,Express,2022,Van,1002,Field Services,Light Duty,petrol,6.7L,AUTO,2022-06-23,2022-09-15,2028-03-08,Retired,64797,"",CHI01,Chicago Central Garage,Fleet_Master,2025-06-11,VH-10013,raw.vehicle_master_raw,10013,0,CLEAN,2026-05-29 14:00:10
10359,VH-10359,2WGWT8F86C94GFMPG,QRK4441,"",Ford,Explorer,2019,SUV,1002,Field Services,Heavy Duty,Dsl,"",Manual,2019-09-27,12/22/2019,2022-12-08,Available,96690,"",DET01,Detroit Partner Shop,FleetMaster,2025-02-04,VH-10359,raw.vehicle_master_raw,10359,0,CLEAN,2026-05-29 14:00:10
10046,VH-10046,JHNEA722CSX7WDW5X,YZN9556,MI,Toyota,Prius,2017,Sedan,1001,Operations,Pool,ELECTRIC,6.7L,"",2017-02-23,2017-04-21,2020-03-11,In Service,80384,"",STL01,St. Louis Fleet Center,AssetHub,11/17/2025,VH-10046,raw.vehicle_master_raw,10046,0,CLEAN,2026-05-29 14:00:10
10299,VH-10299,PVVXR6P8SUKER5GZ9,GGH8766,MO,Chevrolet,Silverado,2023,Truck,1005,Customer Support,Heavy Duty,Gas Hybrid,2.0L,AUTO,2023-11-27,12/05/2023,2029-01-22,Active,34980,"",CHI02,Northside Service Hub,FleetMaster,2026-03-23,VH-10299,raw.vehicle_master_raw,10299,0,CLEAN,2026-05-29 14:00:10
10011,VH-10011,4872D44RD41CZMNUJ,SCV1102,MO,GMC,Sierra,2015,Truck,1005,Customer Support,Service,ELECTRIC,2.0L,AUTO,2015-12-10,2016-02-26,2018-09-01,In Service,180179,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-10-25,VH-10011,raw.vehicle_master_raw,10011,0,CLEAN,2026-05-29 14:00:10
10313,VH-10313,JEK82FN4M5S4EAP1Z,NIP7881,IL,GMC,Sierra,2012,Truck,1004,Maintenance,Pool,ELECTRIC,2.0L,CVT,2012-05-01,2012-06-29,2015-08-13,In Service,232749,"",IND01,Indianapolis Depot,FleetMaster,2026-04-15,VH-10313,raw.vehicle_master_raw,10313,0,CLEAN,2026-05-29 14:00:10
10205,VH-10205,T4AP0LFY26AT2MYF2,SIE6658,WI,Toyota,Camry,2020,Sedan,1001,Operations,Pool,Dsl,3.5L,CVT,2020-01-27,2020-04-08,2025-02-07,Out of Service,59618,"",CHI02,Northside Service Hub,AssetHub,2025-12-15,VH-10205,raw.vehicle_master_raw,10205,0,CLEAN,2026-05-29 14:00:10
10151,VH-10151,SRBHVWMHE7TDS2Z7B,SSC6539,IL,GMC,Sierra,2015,Truck,1007,Facilities,Executive,Dsl,6.7L,AUTO,2015-07-15,2015-09-09,2021-06-16,In Service,210720,"",IND01,Indianapolis Depot,Fleet_Master,2026-02-03,VH-10151,raw.vehicle_master_raw,10151,0,CLEAN,2026-05-29 14:00:10
10237,VH-10237,GY4EU6YYYR99JS0XU,JXH0864,MO,Honda,Civic,2020,Sedan,1001,Operations,Pool,HYBRID,5.3L,AUTO,2020-10-23,2020-12-20,2024-04-12,Retired,62835,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-12-03,VH-10237,raw.vehicle_master_raw,10237,0,CLEAN,2026-05-29 14:00:10
10118,VH-10118,2VB467UPTRYTY43EW,IZV7721,"",Toyota,Prius,2021,Sedan,1004,Maintenance,Pool,Diesel,Electric,Automatic,2021-09-17,2021-12-08,2027-09-08,Inactive,42563,"",CHI02,Northside Service Hub,Fleet_Master,2025-03-05,VH-10118,raw.vehicle_master_raw,10118,0,CLEAN,2026-05-29 14:00:10
