assessment_id,assessment_date,vehicle_id,registration_no,Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,source_system
CA-000127,2025-09-21,VH-10399,QWJ6840,Civic,47241,GOOD,2,4,EV,AUTO,2.0L,53681,09/01/2024,2026-05-25,,4068,19,0,13.65,Good,Needs Service,Good,1,InspectionApp
CA-000128,2024-02-12,VH-10270,MBR9431,Van,187233,Good,1,9,EV,AUTO,,187531,2023-07-22,2025-08-05,,2509,10,3,9.71,Poor,Poor,WEAK,1,ConditionPortal
CA-000129,2026-02-14,VH-10344,ESR8585,Truck,222962,Poor,0,12,Electric,Manual,Electric,222795,2025-10-11,2019-12-06,Pool,4381,6,2,45.42,Good,GOOD,Good,1,ConditionPortal
CA-000130,2024-05-17,VH-10378,XMV2538,SUV,0,Good,0,13,DIESEL,AUTO,,0,2024-04-13,2018-02-03,Second,1908,4,1,17.15,Worn Out,New,WEAK,0,ConditionPortal
CA-000131,2025-12-29,VH-10416,DGC4835,Truck,151250,GOOD,0,8,Gas,Automatic,,170542,2025-03-31,2024-03-01,Pool,1525,4,0,16.72,GOOD,Needs Service,Replace,0,InspectionApp
CA-000132,2025-03-16,,HJB0054,Dodge Ram 1500,128732,Good,2,9,EV,Manual,5.3L,135550,2025-02-10,08/07/2020,,1802,13,3,54.14,New,Needs Service,New,0,MaintenanceRiskModel
CA-000133,2024-05-17,VH-10010,YJG9660,Ford F-150,159752,Good,2,14,Electric,Manual,Electric,159561,2024-02-24,09/04/2024,Pool,3748,8,2,53.3,GOOD,Good,Weak,0,ConditionPortal
CA-000134,05/16/2025,VH-10161,DQI5787,Heavy Truck,80348,Poor,,8,Hybrid,Manual,2000,80321,2024-04-27,2021-04-05,Company,1942,14,1,52.4,Good,Worn,Replace,0,InspectionApp
CA-000135,2025-05-18,VH-10182,RYO2003,International MV607,97704,GOOD,1,5,EV,AUTO,2.0L,121973,2024-11-25,2026-02-26,Second,2909,19,0,20.29,GOOD,Poor,Good,0,InspectionApp
CA-000136,2025-02-14,VH-10282,IQB9979,Silverado,150440,GOOD,0,8,Diesel,,3.5L,160696,2024-07-10,2021-08-12,,2599,0,2,17.1,Worn,Good,Replace,1,MaintenanceRiskModel
CA-000137,2026-01-13,VH-10187,FRA6247,Truck,163967,Average,1,13,DIESEL,,2500,171638,2025-02-24,2026-12-01,Second,3123,19,3,54.17,New,New,WEAK,1,MaintenanceRiskModel
CA-000138,2025-08-18,VH-10135,JQQ8138,F-150,105751,Poor,3,5,EV,,,105472,2024-12-10,2025-09-02,Pool,3262,15,1,52.72,Good,Poor,WEAK,1,InspectionApp
CA-000139,2026-03-31,VH-10259,JPL0322,Freightliner M2,60996,Unknown,0,4,Gas,,,61017,2025-12-22,2028-03-25,Second,3594,4,2,37.45,Good,GOOD,Unknown,1,MaintenanceRiskModel
CA-000140,2025-12-21,VH-10388,TSV3645,Truck,22238,Good,0,1,Gas,,Electric,28231,2025-04-17,2028-02-08,Pool,1819,6,0,9.0,New,Good,Good,1,MaintenanceRiskModel
CA-000141,2024-01-02,VH-10034,QTW3719,Dodge Ram 1500,87241,GOOD,0,10,Diesel,AUTO,3.5L,87535,2023-02-26,2020-07-27,,1165,8,3,21.43,Poor,Needs Service,Replace,1,MaintenanceRiskModel
CA-000142,2024-07-19,VH-10394,QLL6021,Truck,117930,Good,3,6,GAS,AUTO,Electric,117649,2024-02-08,2024-03-06,Leased,2842,18,3,24.31,Good,Needs Service,Weak,0,InspectionApp
CA-000143,2025-08-23,VH-10093,ZAL5824,Van,243552,Poor,3,14,Diesel,Manual,3.5L,243672,2024-07-25,2015-11-15,Company,1426,1,0,28.44,Worn Out,GOOD,New,1,ConditionPortal
CA-000144,2025-07-02,VH-10413,GAD8044,Heavy Truck,275853,Average,2,14,Electric,Automatic,Electric,294854,01/16/2025,2018-01-24,Leased,3156,12,1,50.52,New,Needs Service,Weak,0,InspectionApp
CA-000145,2025-04-05,VH-10249,WDG2114,Express,14887,GOOD,1,1,DIESEL,AUTO,,14843,2025-04-03,2029-04-23,Second,972,18,0,34.81,Worn,GOOD,Good,1,ConditionPortal
CA-000146,2025-12-28,VH-10010,YJG9660,Ford F-150,163188,Good,0,14,Diesel,Manual,Electric,173763,2025-05-26,2026-06-08,,3481,7,0,19.25,GOOD,Good,New,1,InspectionApp
CA-000147,2024-07-16,,SXJ2374,Truck,36658,Average,1,2,DIESEL,,2.5L,55844,2023-06-15,2029-05-15,Second,3121,1,0,33.8,Poor,Poor,Replace,0,MaintenanceRiskModel
CA-000148,2026-02-20,VH-10177,DET6084,Truck,207818,Good,1,10,Hybrid,AUTO,Electric,227306,2025-01-12,2022-01-08,Company,3284,8,2,31.07,Poor,Worn,Replace,0,MaintenanceRiskModel
CA-000149,2025-12-08,VH-10358,VZC8820,Toyota Camry,74841,GOOD,,7,Electric,Automatic,,98052,2025-06-01,2023-04-15,Second,2172,12,0,49.65,Poor,GOOD,Weak,0,ConditionPortal
CA-000150,2024-05-19,VH-10101,FJD7818,Civic,16109,Average,,2,Hybrid,AUTO,,26483,2023-04-27,02/13/2027,Company,3242,4,2,29.27,Worn Out,Poor,New,0,MaintenanceRiskModel
CA-000151,2025-08-04,VH-10323,VSV8621,Honda Civic,238993,Average,1,11,Electric,Manual,,239247,03/28/2025,2018-03-05,,4272,7,0,10.25,New,New,Replace,0,InspectionApp
CA-000152,2025-09-07,VH-10365,TSD2513,International MV607,296468,Average,,14,DIESEL,Automatic,Electric,311822,2025-03-20,2015-06-26,Leased,1816,8,0,44.68,Worn,Poor,WEAK,0,ConditionPortal
CA-000153,2024-11-24,VH-10383,GAT5800,Truck,47558,GOOD,0,5,Diesel,AUTO,5.3L,47559,2024-01-05,2024-03-18,Leased,1030,3,3,51.63,Worn Out,Worn,New,0,ConditionPortal
CA-000154,2025-12-30,,BHY6208,Transit,149992,Average,1,8,Hybrid,Automatic,2.5L,149833,09/27/2025,2022-05-29,Company,3595,4,2,22.05,Poor,GOOD,Weak,0,InspectionApp
CA-000155,2024-05-13,VH-10129,QNL7195,Sedan,143420,Poor,2,7,EV,Automatic,,143427,2023-10-17,2024-10-16,Leased,4103,7,1,37.67,Worn Out,Poor,Good,0,MaintenanceRiskModel
CA-000156,2024-03-22,VH-10005,AOP0011,Sedan,140991,Unknown,0,12,EV,Automatic,2000,165316,2023-05-15,2019-01-02,Second,1135,20,0,48.13,Poor,New,Good,1,ConditionPortal
CA-000157,2025-05-30,VH-10204,TFR4050,Ford Explorer,102365,GOOD,3,11,Hybrid,Automatic,2500,102296,2024-12-29,2020-06-26,Second,945,17,3,33.89,New,New,Replace,0,ConditionPortal
CA-000158,2024-05-14,VH-10121,TMC0788,Freightliner M2,49484,GOOD,,4,DIESEL,Automatic,2500,58298,2023-10-08,2025-06-28,Second,3141,18,0,24.07,GOOD,New,Good,1,ConditionPortal
CA-000159,2025-08-02,VH-10225,CNQ7471,SUV,86835,GOOD,0,5,Diesel,AUTO,2500,91996,2024-06-10,2027-01-16,Leased,3748,11,0,53.9,Good,Worn,Replace,1,MaintenanceRiskModel
CA-000160,2026-04-27,VH-10078,LPP9274,Chevrolet Express,211566,Average,,10,Electric,Manual,Electric,211571,2025-08-19,2021-05-27,Second,2998,11,1,19.49,Worn,Poor,Good,0,ConditionPortal
CA-000161,2025-12-06,VH-10383,GAT5800,Truck,49349,Good,,5,Gas,Automatic,2000,49501,2025-08-18,2024-03-18,Pool,2600,9,2,40.59,New,New,Good,1,InspectionApp
CA-000162,2024-01-12,VH-10324,VPP3552,Chevrolet Silverado,190816,Average,3,12,Diesel,Automatic,Electric,190842,2023-07-17,2020-03-16,Second,2078,1,3,49.62,New,Poor,New,1,InspectionApp
CA-000163,02/23/2026,VH-10363,ZUI7968,Sedan,108987,Poor,0,13,Gas,,2000,121483,2025-08-09,2017-09-29,,978,7,1,37.97,New,Poor,Good,0,ConditionPortal
CA-000164,2025-04-05,VH-10164,WSZ1156,GMC Sierra,244594,Good,3,11,Gas,,5.3L,244486,2024-12-12,2019-02-12,,4252,11,3,41.44,Good,Good,Replace,1,ConditionPortal
CA-000165,2024-01-20,VH-10125,XYD8116,Sedan,97243,Poor,1,5,Electric,Manual,2500,121153,01/26/2024,2025-10-03,Second,2000,19,0,16.73,New,GOOD,Good,0,ConditionPortal
CA-000166,2025-03-20,,YZD2824,NV200,77283,Unknown,0,4,Electric,AUTO,2000,77538,2024-12-25,06/24/2027,Pool,3616,11,0,44.0,Worn Out,Worn,Unknown,0,InspectionApp
CA-000167,2024-02-07,VH-10338,RZY1050,Sedan,140439,Average,0,7,Electric,AUTO,,162257,2023-04-12,2024-09-12,Second,2082,15,3,8.67,Worn Out,Needs Service,Replace,0,InspectionApp
CA-000168,2024-03-05,VH-10345,SKL5280,Tacoma,221191,Average,1,11,DIESEL,AUTO,,245234,2024-02-24,2019-05-20,,3732,18,0,35.03,New,Poor,Unknown,0,InspectionApp
CA-000169,03/26/2024,VH-10362,CPS3067,Sedan,150362,Unknown,,12,ELECTRIC,Automatic,,150069,2023-12-24,2020-02-08,Company,3598,14,0,26.01,Poor,Poor,Unknown,0,ConditionPortal
CA-000170,2024-06-30,VH-10072,LPF4162,F-150,234951,Unknown,0,11,EV,Automatic,1.8L,235100,2023-09-10,2018-06-21,Pool,3645,5,2,24.65,Good,Needs Service,Unknown,0,ConditionPortal
CA-000171,2025-12-19,VH-10088,HOV5056,Freightliner M2,133782,Good,1,14,Electric,,3.5L,133633,2025-10-30,2015-08-17,,2033,14,0,38.93,Worn Out,Worn,New,0,ConditionPortal
CA-000172,2025-11-17,VH-10282,IQB9979,Chevrolet Silverado,155548,Good,2,8,petrol,Manual,3.5L,155826,07/27/2025,2021-08-12,,1531,11,3,52.46,Good,Worn,Replace,1,MaintenanceRiskModel
CA-000173,2026-02-18,VH-10403,CKG5975,Truck,91440,Average,1,8,Hybrid,Manual,2000,98599,2026-02-10,2022-10-06,Second,4372,1,0,18.05,GOOD,GOOD,Weak,1,InspectionApp
CA-000174,2025-07-11,VH-10122,SWV3250,Sedan,13999,Good,2,2,Diesel,Automatic,3.5L,19832,2024-06-22,08/10/2028,Pool,3570,19,1,23.26,GOOD,Poor,Unknown,1,InspectionApp
CA-000175,2025-04-25,VH-10116,EEN0173,Sierra,25945,GOOD,0,2,Hybrid,,3.5L,25683,2024-09-01,2030-07-17,,4372,10,1,34.75,GOOD,Worn,Good,0,ConditionPortal
CA-000176,2026-02-09,VH-X6728,FUG7006,Truck,184510,Average,0,10,Electric,,2000,184534,2025-07-09,2019-08-21,,1322,0,0,13.52,Worn Out,Good,New,1,MaintenanceRiskModel
CA-000177,2024-05-27,VH-10043,QCI0298,F-150,175719,Good,0,8,DIESEL,Automatic,3.5L,185683,2023-07-26,2024-06-03,,985,17,0,18.31,New,GOOD,WEAK,1,ConditionPortal
CA-000178,2025-10-16,VH-10261,LJQ9756,Truck,81170,Average,3,9,EV,Automatic,3.5L,92727,2025-04-07,2022-09-14,,3817,14,2,10.81,Worn Out,Needs Service,WEAK,0,MaintenanceRiskModel
CA-000179,08/09/2025,VH-10111,VZD3750,Sedan,139754,Poor,1,8,Diesel,,2000,144834,2024-07-06,2021-09-07,Leased,968,6,0,31.49,New,New,Unknown,0,ConditionPortal
CA-000180,2025-09-03,VH-10082,ZKN3623,Explorer,64548,Poor,1,4,Diesel,AUTO,2500,71830,2025-01-07,2027-06-22,Leased,1503,7,3,36.39,Worn Out,New,Good,1,InspectionApp
CA-000181,2024-03-13,VH-10221,MJY3388,Sedan,203741,Good,1,14,EV,Automatic,Electric,223821,2023-11-11,2015-11-26,,3755,0,0,43.65,Good,GOOD,WEAK,0,ConditionPortal
CA-000182,2024-10-21,,WNZ7258,Truck,17497,Average,2,2,Hybrid,Automatic,2500,36075,2024-04-03,2030-06-16,Leased,3618,18,0,46.94,New,Worn,New,0,InspectionApp
CA-000183,2024-04-25,VH-10210,PFG0496,NV200,101293,Poor,,11,Diesel,Manual,,109388,2024-04-15,2020-02-26,Second,2589,15,1,29.67,Poor,New,Replace,1,ConditionPortal
CA-000184,2025-05-14,VH-10033,JIX1955,Nissan NV200,95487,Good,1,7,Hybrid,AUTO,3.5L,95563,2024-12-08,12/01/2026,,1486,5,0,33.97,New,Poor,Unknown,0,MaintenanceRiskModel
CA-000185,11/15/2024,VH-10282,IQB9979,Silverado,149996,Poor,3,8,Electric,CVT,Electric,165946,2023-11-12,2021-08-12,,2695,6,2,26.01,New,Poor,Unknown,0,ConditionPortal
CA-000186,2025-05-23,VH-10282,IQB9979,Truck,151050,Poor,0,8,DIESEL,,2000,172913,2024-08-26,2021-08-12,Leased,4332,16,1,42.92,New,Poor,Replace,1,ConditionPortal
CA-000187,2025-12-30,VH-10003,VOK7370,MV607,202111,GOOD,1,12,Unleaded,AUTO,2500,226737,2024-12-27,2019-04-05,Pool,1596,7,0,9.29,GOOD,Good,Replace,0,ConditionPortal
CA-000188,2026-04-14,,WNZ7258,Ram 1500,13477,GOOD,,2,Diesel,AUTO,3.5L,24416,2026-04-11,2030-06-16,Leased,3175,15,0,51.73,Worn Out,Poor,Weak,0,MaintenanceRiskModel
CA-000189,2025-03-23,VH-10102,XEV3495,Van,79851,Average,1,4,DIESEL,,2000,87491,2024-08-15,2026-04-09,Pool,2521,5,2,49.02,Worn Out,Worn,New,1,ConditionPortal
CA-000190,2024-07-04,VH-10276,IMQ8703,Civic,161740,Unknown,2,8,Hybrid,AUTO,2500,161871,2023-11-25,2023-05-20,Leased,3814,15,1,46.3,GOOD,Needs Service,Good,0,ConditionPortal
CA-000191,2024-11-03,VH-10355,MSW8083,Tacoma,81114,Good,,8,Diesel,,,90559,2024-07-20,2023-10-05,Leased,4310,15,0,52.25,New,New,Replace,0,MaintenanceRiskModel
CA-000192,2024-03-10,VH-10003,OQL8980,Heavy Truck,209124,GOOD,1,12,Hybrid,AUTO,3.5L,225149,2023-11-06,2019-04-05,Leased,3482,9,3,30.86,Poor,GOOD,Weak,1,MaintenanceRiskModel
CA-000193,2025-02-03,VH-10331,BPG0055,Ford F-150,154720,Good,3,13,Gas,AUTO,3.5L,170627,2025-01-24,2018-10-05,Pool,1892,3,3,46.05,GOOD,Worn,Weak,0,ConditionPortal
CA-000194,2024-03-09,VH-10058,NTW1008,Chevrolet Express,138294,Poor,0,8,DIESEL,AUTO,2500,138522,2023-06-02,2023-09-29,Leased,1574,20,0,47.37,Worn Out,Worn,New,1,ConditionPortal
CA-000195,2026-03-22,VH-10117,JAN4263,Truck,218968,Good,,12,Diesel,,2000,218810,2025-11-28,2020-03-16,Second,1843,16,0,42.25,New,Poor,New,1,MaintenanceRiskModel
CA-000196,2024-04-18,VH-10376,PIO5634,Freightliner M2,173044,Poor,1,8,HYBRID,,Electric,172925,2023-04-10,2021-03-17,Second,4008,6,3,8.79,GOOD,Worn,Good,1,InspectionApp
CA-000197,2024-12-22,VH-10193,QBX5406,Chevrolet Silverado,141304,Unknown,0,7,Electric,Manual,Electric,141288,2024-01-19,2022-06-03,Company,2336,10,3,24.72,Worn Out,Needs Service,Weak,0,ConditionPortal
CA-000198,2024-12-11,VH-10417,LHN8465,Heavy Truck,162560,Average,1,10,Gasoline,Automatic,2000,178806,2024-03-09,2019-05-23,Pool,3698,3,2,53.56,Poor,GOOD,WEAK,0,ConditionPortal
CA-000199,2024-10-17,VH-10348,LHS3364,Honda Civic,7363,Good,,1,EV,Automatic,5.3L,21673,06/09/2024,2028-03-09,,1859,16,2,13.56,Good,Worn,WEAK,0,MaintenanceRiskModel
CA-000200,2024-12-30,VH-10152,QHP6081,Nissan NV200,109513,Poor,1,7,Electric,Automatic,2500,109399,2024-02-08,2024-05-02,Leased,3002,1,1,13.74,Poor,Good,WEAK,1,ConditionPortal
CA-000201,2024-08-13,VH-10082,ZKN3623,SUV,70856,Unknown,,4,DIESEL,Automatic,Electric,94357,2023-09-29,2027-06-22,Company,2042,9,0,28.06,GOOD,New,Weak,0,MaintenanceRiskModel
CA-000202,2025-11-20,VH-10293,UDN0019,Chevrolet Silverado,33219,Good,0,2,Diesel,,Electric,33240,2025-09-25,2028-07-27,Pool,3363,3,2,18.61,Worn Out,Good,Weak,1,InspectionApp
CA-000203,2024-03-06,VH-X1645,TSV3645,GMC Sierra,26400,Unknown,,1,DIESEL,Manual,Electric,49634,2023-05-17,2028-02-08,Company,3091,15,1,34.84,New,GOOD,Good,1,MaintenanceRiskModel
CA-000204,2024-07-02,VH-10311,TCR7671,Camry,57232,Poor,,3,DIESEL,Manual,2500,57265,2024-01-18,2029-02-15,Leased,904,3,0,50.14,Good,Good,Replace,1,InspectionApp
CA-000205,2024-03-14,VH-10173,XCX9535,Truck,110054,Average,1,6,Diesel,Manual,3.5L,110104,2024-03-10,2023-11-08,,3069,15,2,42.45,Worn,Poor,Replace,0,ConditionPortal
CA-000206,2025-07-20,VH-10319,GFI2378,Express,37604,Average,0,4,Hybrid,Manual,Electric,37388,2025-02-22,2025-11-26,Pool,3583,11,0,37.28,Poor,Good,New,0,ConditionPortal
CA-000207,2025-06-02,,CXF5413,Truck,9405,Poor,2,1,Gas,Manual,2000,9296,2024-08-16,2028-07-05,Second,2076,6,1,43.42,Worn Out,GOOD,Replace,1,InspectionApp
CA-000208,2024-07-23,VH-10220,EZQ8134,Van,7278,Average,1,1,Electric,AUTO,3.5L,7028,08/06/2023,2030-03-19,Leased,3721,4,2,11.98,GOOD,Poor,Weak,1,MaintenanceRiskModel
CA-000209,2025-10-23,VH-10352,PQP6278,Truck,130602,GOOD,0,7,Electric,,Electric,142807,2025-05-07,2024-07-18,Pool,1584,8,3,38.58,Worn,New,Good,1,MaintenanceRiskModel
CA-000210,2025-11-03,VH-10273,NJE2207,Truck,49254,Average,0,3,Hybrid,Manual,Electric,49454,2024-10-09,2026-11-18,Leased,3599,16,0,30.69,Worn Out,Poor,Good,0,InspectionApp
CA-000211,2025-02-24,VH-10393,ACN0996,Express,106511,Good,2,5,Diesel,,2000,106511,2024-10-14,2025-11-18,,3957,17,1,28.41,GOOD,Good,Good,0,InspectionApp
CA-000212,2025-09-09,VH-10353,CTE4488,MV607,82796,GOOD,3,10,Gas,,3.5L,82760,2025-04-18,2020-10-30,Leased,1489,9,1,14.79,Worn,Needs Service,Unknown,1,ConditionPortal
CA-000213,2024-03-22,VH-10024,EVB7698,Truck,74051,Poor,1,7,Gas,Manual,2000,93060,2023-12-10,2024-05-23,Pool,1880,12,3,42.44,Poor,GOOD,Good,1,MaintenanceRiskModel
CA-000214,2025-10-15,VH-X2743,IBH7512,Van,45458,Poor,3,2,Diesel,AUTO,3.5L,68613,2025-02-05,2027-02-28,Leased,4297,7,0,24.93,Worn Out,Worn,WEAK,0,ConditionPortal
CA-000215,2024-04-10,VH-10364,GQO7666,Silverado,72794,GOOD,0,4,DIESEL,,Electric,95029,2024-01-09,2028-08-17,Second,2299,10,1,49.75,Worn,Poor,New,0,InspectionApp
CA-000216,2024-11-11,VH-10132,FKP2038,Toyota Tacoma,74035,Poor,1,7,Diesel,Manual,2500,74264,2023-10-29,2024-04-18,Second,4203,6,1,32.85,Worn,Good,New,1,ConditionPortal
CA-000217,2024-12-29,VH-10169,KRH1494,Sedan,71206,Unknown,1,4,Gas,,Electric,71148,2024-08-19,2026-02-08,Second,4379,1,0,51.65,New,Poor,Weak,1,InspectionApp
CA-000218,2025-04-14,VH-10346,YZD2824,Van,77012,GOOD,0,4,Hybrid,Manual,2.0L,84576,2025-03-19,2027-06-24,,2239,12,1,40.59,New,Good,New,1,ConditionPortal
CA-000219,2024-07-23,,LYU4876,GMC Sierra,181635,Poor,0,11,DIESEL,CVT,,181810,2023-12-09,2021-07-25,Pool,4084,3,0,44.56,Poor,New,Weak,1,ConditionPortal
CA-000220,2024-04-23,VH-10048,LFD2740,Honda Civic,100081,Average,0,9,Electric,Automatic,Electric,113197,2023-03-15,2020-11-22,Company,3181,10,0,10.34,Worn,Good,Unknown,0,MaintenanceRiskModel
CA-000221,2025-05-29,VH-10239,MLF2384,Chevrolet Silverado,113738,Average,0,7,DIESEL,Manual,2500,113942,2024-06-09,2023-12-26,Second,4044,4,0,9.97,Worn,Worn,New,1,InspectionApp
CA-000222,2026-03-05,VH-10060,YMM4816,Sedan,185700,Poor,2,13,Diesel,,2000,185624,05/28/2025,2019-08-24,Leased,4035,4,2,16.78,GOOD,New,Replace,1,ConditionPortal
CA-000223,2024-10-15,VH-10313,NIP7881,Truck,232668,GOOD,0,14,EV,,Electric,237826,2023-11-12,2015-08-13,Pool,2876,9,1,11.1,New,GOOD,Weak,1,MaintenanceRiskModel
CA-000224,2024-02-06,VH-10234,GGF8456,Toyota Camry,65359,Average,0,5,DIESEL,Automatic,,77965,2023-09-17,2027-01-20,Company,1975,14,0,30.8,Worn,Worn,Replace,1,ConditionPortal
CA-000225,2024-08-03,VH-10348,LHS3364,Civic,6222,GOOD,1,1,DIESEL,Manual,2500,6233,2023-12-16,2028-03-09,Second,814,15,0,16.85,GOOD,Worn,WEAK,1,InspectionApp
CA-000226,03/19/2024,VH-10025,SVE5872,Silverado,105672,Average,3,9,Gas,AUTO,2500,105478,12/27/2023,04/22/2021,Pool,1790,3,0,20.96,Good,Worn,Unknown,0,ConditionPortal
CA-000227,2026-04-25,VH-10188,DBW4917,Civic,195392,Unknown,2,11,Electric,Automatic,,219066,2026-03-09,2020-04-14,Company,3820,15,2,9.18,New,GOOD,New,0,ConditionPortal
CA-000228,08/29/2024,VH-10077,DKC1754,Van,242234,GOOD,,11,Hybrid,AUTO,2000,242266,2024-01-12,2026-04-07,,1269,16,2,35.52,Good,Needs Service,WEAK,0,ConditionPortal
CA-000229,2026-02-21,VH-10112,IOV3699,Truck,241788,Unknown,2,13,Gas,,,265132,2025-12-05,2017-06-22,Leased,4355,13,2,16.06,Worn,Worn,WEAK,0,InspectionApp
CA-000230,2025-11-27,VH-10244,XDZ5911,Toyota Camry,64263,GOOD,1,6,EV,AUTO,Electric,64552,2025-08-24,2025-06-16,Leased,2312,0,2,17.52,Worn,Needs Service,Good,0,ConditionPortal
CA-000231,2025-11-09,VH-10243,CDY2197,Tacoma,55934,Average,1,3,Electric,Manual,2000,78848,2025-02-05,2029-03-22,,1273,6,3,47.6,GOOD,Poor,Weak,1,MaintenanceRiskModel
CA-000232,07/12/2025,VH-10341,WCB9592,Toyota Camry,90070,Unknown,,5,Diesel,,6.7L,90340,2025-01-10,2024-09-24,Leased,1838,17,2,38.94,Worn,Worn,Unknown,1,ConditionPortal
CA-000233,2024-12-02,VH-10225,CNQ7471,SUV,77787,Poor,1,5,EV,Manual,Electric,77738,2024-11-14,01/16/2027,Pool,2324,1,2,29.69,New,New,Replace,1,InspectionApp
CA-000234,2025-12-07,VH-10247,FUT2003,Toyota Camry,62192,Unknown,0,5,EV,AUTO,Electric,69070,2025-04-12,2027-04-14,Leased,4357,15,0,21.75,Worn Out,Worn,New,1,InspectionApp
CA-000235,2024-09-08,VH-10241,IJK4151,Civic,123553,Good,0,6,Electric,,2500,123774,2023-12-12,2024-01-07,Pool,1451,13,3,43.72,Good,GOOD,Replace,1,ConditionPortal
CA-000236,2025-11-30,VH-10361,XMK3704,Toyota Camry,44585,Good,3,2,Electric,,Electric,52729,2025-05-27,2028-07-20,Leased,1724,1,2,41.51,Good,Worn,New,0,InspectionApp
CA-000237,2026-04-18,VH-10331,BPG0055,F-150,150870,Average,3,13,Gas,,6.7L,150706,2025-09-18,2018-10-05,,3331,14,0,23.36,Worn,Needs Service,WEAK,1,ConditionPortal
CA-000238,2024-04-25,VH-10171,BDL9893,Camry,88101,Poor,3,6,EV,CVT,,88332,2023-08-01,2025-04-05,Pool,2787,9,0,44.01,Worn Out,GOOD,WEAK,0,InspectionApp
CA-000239,2025-07-22,VH-10095,GXW9771,Truck,187994,GOOD,1,9,Diesel,AUTO,3.5L,196820,2025-01-22,2022-09-25,Second,1691,17,1,36.76,New,Needs Service,New,1,MaintenanceRiskModel
CA-000240,2025-12-18,VH-10201,FTK3244,Truck,59771,GOOD,2,3,Diesel,Manual,3.5L,59997,2025-11-23,2027-05-14,,2280,13,2,24.31,Worn Out,GOOD,Unknown,0,InspectionApp
CA-000241,2025-07-16,VH-10376,PIO5634,M2,175263,Good,2,8,HYBRID,AUTO,6.7L,175419,2024-06-09,2021-03-17,Company,4284,5,3,42.36,Worn,Poor,Replace,1,MaintenanceRiskModel
CA-000242,2024-05-10,VH-10184,YRB9983,International MV607,183705,Unknown,1,9,Electric,AUTO,6.7L,200268,2023-05-29,2021-12-04,Second,3043,1,3,14.21,Worn Out,Worn,Weak,1,InspectionApp
CA-000243,2025-04-28,VH-10414,BKN4877,NV200,118546,Poor,1,10,Hybrid,Manual,Electric,137255,2024-04-20,2020-08-18,Second,1352,13,2,24.22,GOOD,New,New,0,InspectionApp
CA-000244,2026-03-02,VH-10240,PHR2203,Transit,49868,Unknown,,4,Diesel,Automatic,,72190,2025-07-21,2027-08-08,Pool,2059,11,1,13.06,Poor,Good,WEAK,1,MaintenanceRiskModel
CA-000245,2025-07-02,VH-10189,FAR0545,Transit,74758,Poor,2,5,DIESEL,AUTO,2000,89440,2024-07-01,2024-06-05,Pool,3338,9,0,8.37,Poor,New,Unknown,0,InspectionApp
CA-000246,2025-06-28,VH-10166,GBU2244,Truck,118422,Good,2,12,Diesel,Automatic,3.5L,118175,2025-01-23,2018-10-15,,1968,9,0,41.29,New,New,Replace,1,ConditionPortal
CA-000247,2024-07-21,VH-10303,CFM2646,Dodge Ram 1500,256285,Unknown,,14,Diesel,,5.3L,256137,2023-07-07,2016-07-16,Pool,1578,3,2,53.87,New,New,Weak,1,InspectionApp
CA-000248,05/03/2024,VH-10321,JAJ6045,Truck,220002,GOOD,2,14,EV,Automatic,,220154,2023-08-25,2018-01-30,Leased,3061,9,0,19.1,Good,New,Good,0,ConditionPortal
CA-000249,2026-03-21,VH-10201,FTK3244,Chevrolet Silverado,54579,Average,0,3,EV,Manual,2000,54366,2025-11-01,2027-08-18,Leased,876,5,1,15.84,GOOD,GOOD,Unknown,0,MaintenanceRiskModel
CA-000250,2024-10-22,VH-10219,XJC4753,Silverado,155392,Good,2,8,Unleaded,AUTO,2000,155303,2024-02-09,2024-03-24,Company,4282,17,0,33.0,Worn,Good,Unknown,0,InspectionApp
CA-000251,2025-01-25,VH-10167,DZB3524,Toyota Tacoma,103634,Good,0,12,Gas,AUTO,3.5L,109525,2024-10-21,2018-10-15,Second,910,16,1,38.21,GOOD,GOOD,Replace,0,ConditionPortal
CA-000252,2024-07-20,VH-10024,EVB7698,Ram 1500,74264,Good,0,7,DIESEL,,6.7L,74423,2024-04-27,2024-05-23,Company,2606,2,0,44.17,Worn Out,Worn,Good,1,MaintenanceRiskModel
CA-000253,2025-07-28,VH-10151,SSC6539,GMC Sierra,207567,GOOD,,11,Dsl,AUTO,2500,219271,2025-06-15,2021-06-16,Pool,4165,10,2,11.78,GOOD,Needs Service,New,0,InspectionApp
CA-000254,2024-01-01,VH-10270,MBR9431,Chevrolet Express,190748,Average,1,9,Electric,AUTO,Electric,190500,2023-11-21,2024-04-02,Pool,3446,10,2,21.26,Worn Out,Good,WEAK,0,ConditionPortal
CA-000255,2025-04-21,VH-10185,PYU0435,Silverado,218198,Good,0,10,Hybrid,Manual,2000,217934,2024-09-10,2019-04-04,Second,969,19,3,41.06,Good,Poor,Replace,0,InspectionApp
